age,income,spending_score,purchase_amount,category,region,channel,purchase_date,converted,num_purchases,tenure_days,satisfaction_score
38.0,27997.480810683915,10.0,102.37462640990115,Food,South,Online,2023-05-18,0,5,640,5.0
19.0,17159.485049289426,87.0,24.250401360284744,Electronics,South,Store,2023-02-18,1,10,1128,3.0
44.0,21584.860736635605,67.0,34.73529976076043,Clothing,West,Online,2023-05-01,1,2,1708,2.0
74.0,59177.63484908758,62.0,91.67355381996131,Food,East,Store,2023-02-08,1,3,482,4.0
26.0,34878.62868678932,3.0,222.4516709033402,Home,North,Online,2023-02-03,1,7,771,9.0
18.0,18702.153429948357,18.0,446.87419332584335,Clothing,West,Catalog,2023-12-24,0,8,929,1.0
28.0,58151.13225328679,25.0,119.42784726625067,Books,East,Online,2023-09-23,1,4,969,9.0
20.0,61913.76916750817,20.0,61.014511722807555,Food,East,Online,2023-01-09,1,8,615,7.0
69.0,27732.325883473153,58.0,128.92852735756946,Electronics,West,Catalog,2023-07-07,1,2,998,2.0
40.0,40551.70951012437,93.0,151.46723805628008,Clothing,South,Online,2023-04-06,1,4,1086,2.0
43.0,55072.26475654003,86.0,547.2716611199844,Home,South,Catalog,2023-05-13,1,3,1241,5.0
21.0,51066.42446652828,50.0,517.7146344929919,Home,West,Online,2023-06-12,1,3,1671,3.0
35.0,37514.81758722979,79.0,54.49439340951925,Home,East,Store,2023-05-19,1,5,1611,1.0
72.0,114241.38425524627,,233.712516541935,Clothing,North,Online,2023-10-25,1,3,1047,
23.0,57881.01115314249,21.0,63.190496913764974,Clothing,East,Online,2023-03-21,1,4,824,5.0
52.0,25322.70711967376,29.0,65.000706337559,Clothing,North,Store,2023-04-01,0,9,1928,5.0
39.0,25444.750813702743,96.0,419.3372602004732,Electronics,North,Online,2023-09-13,1,6,57,6.0
60.0,23237.692589967188,10.0,121.59459599731383,Home,East,Online,2023-05-28,0,4,459,8.0
32.0,60216.203594727755,,281.4238046030352,Clothing,East,Store,2023-06-28,1,4,136,4.0
39.0,22066.192210662826,47.0,253.34055633070793,Clothing,East,Catalog,2023-09-14,0,6,1087,3.0
54.0,25850.383841775274,23.0,137.0731360531919,Clothing,North,Online,2023-08-06,0,5,1466,7.0
69.0,,50.0,207.05567791057663,Food,South,Online,2023-09-24,1,2,637,1.0
59.0,42332.295878020625,87.0,181.97210547794177,Home,North,Store,2023-11-13,1,4,156,2.0
29.0,94733.7971223359,95.0,46.97193113276342,Sports,North,Store,2023-03-20,1,1,1622,3.0
64.0,68764.84356895315,4.0,241.61017677478492,Sports,North,Catalog,2023-06-16,1,6,665,5.0
66.0,14166.88583377227,67.0,73.25910167565863,Food,West,Online,2023-04-14,1,4,1203,10.0
59.0,33466.27697757301,85.0,50.95308338954933,Clothing,South,Store,2023-10-31,1,7,792,4.0
55.0,80174.37523180993,53.0,348.8504855847389,Home,North,Online,2023-12-04,1,2,940,
35.0,13660.43732854567,2.0,82.16099644111557,Electronics,North,Online,2023-10-11,0,4,568,10.0
62.0,50805.94510204391,68.0,450.64871321474783,Sports,West,Online,2023-12-11,1,2,743,4.0
,35193.293611749235,,445.12705066720235,Sports,North,Online,2023-08-03,1,4,152,10.0
47.0,8921.050665966968,79.0,92.13445319144135,Home,South,Store,2023-03-16,1,4,118,7.0
41.0,39963.72487926905,,431.9634343801877,Electronics,North,Online,2023-08-13,1,2,601,7.0
59.0,18583.429715010574,97.0,100.5519811973446,Toys,South,Catalog,2023-12-02,1,5,1384,5.0
47.0,14269.484346256328,,138.60251584195436,Home,South,Store,2023-10-19,1,6,101,5.0
31.0,36582.034589110735,7.0,243.17613123916732,Home,East,Online,2023-12-09,1,5,1970,7.0
,7748.988894401866,19.0,1140.6988882324872,Electronics,West,Catalog,2023-03-11,0,3,485,4.0
20.0,21174.814643581954,44.0,380.2759396557776,Clothing,West,Catalog,2023-12-29,0,3,322,1.0
33.0,279550.8262244763,63.0,140.07954598089876,Electronics,West,Store,2023-07-09,1,3,1973,4.0
24.0,61094.54826370853,65.0,164.56446141775947,Clothing,East,Online,2023-04-16,1,3,651,9.0
69.0,17941.290640216153,39.0,30.474112943978472,Food,East,Online,2023-03-11,0,6,1179,10.0
31.0,111673.28087264758,83.0,405.37051506674334,Sports,South,Online,2023-01-10,1,11,589,10.0
26.0,16421.80249559286,26.0,364.06657370407345,Clothing,West,Online,2023-08-02,0,9,1972,10.0
32.0,233194.6917351578,44.0,985.2842899860989,Food,East,Online,2023-01-05,1,1,1305,2.0
38.0,14485.72371552136,12.0,304.2215259267147,Electronics,East,Store,2023-01-28,0,4,1042,1.0
,44572.12323131478,22.0,19.58594856897832,Clothing,East,Online,2023-11-11,1,6,501,9.0
19.0,108543.21826525635,77.0,50.31153542698956,Books,South,Online,2023-08-29,1,5,298,6.0
44.0,16330.585081518666,92.0,899.1713478556115,Home,North,Online,2023-08-24,1,4,1939,2.0
19.0,6985.875264029374,14.0,114.6945683303014,Food,East,Online,2023-04-02,0,3,1284,7.0
52.0,86922.5994027779,86.0,316.53473013859644,Clothing,East,Online,2023-11-14,1,4,344,4.0
35.0,125874.46765677897,30.0,70.34139354043043,Clothing,East,Online,2023-12-11,1,4,930,9.0
31.0,7360.886308830775,44.0,95.37651123392355,Electronics,West,Store,2023-12-29,0,4,556,6.0
37.0,52472.446023528704,84.0,948.3112592731663,Clothing,West,Store,2023-02-07,1,6,1589,7.0
35.0,43529.94111030035,91.0,126.79202947704798,Electronics,East,Online,2023-08-07,1,4,872,3.0
,19341.72108675187,38.0,250.52534036190485,Sports,South,Catalog,2023-06-01,0,3,981,6.0
42.0,11902.639564723906,59.0,169.09417216923447,Electronics,North,Store,2023-07-11,1,3,1006,
19.0,80289.99335026325,42.0,189.8847241667394,Electronics,West,Online,2023-05-01,1,3,805,5.0
42.0,41909.02284816819,52.0,183.50229892331953,Home,North,Online,2023-06-20,1,7,1671,10.0
71.0,44513.20501037535,63.0,20.540462672833137,Books,East,Online,2023-04-20,1,7,1525,5.0
50.0,22083.467215119683,61.0,239.14399660488493,Toys,West,Online,2023-05-24,1,6,1684,2.0
53.0,19119.66444378289,34.0,86.6927799877265,Sports,North,Online,2023-03-07,0,6,1923,6.0
48.0,5095.031697744473,39.0,879.6878883766933,Electronics,East,Store,2023-11-18,0,1,1016,3.0
31.0,30259.866518282633,41.0,68.53604123442568,Clothing,West,Catalog,2023-07-16,1,4,1223,4.0
18.0,114813.12706233945,37.0,92.61014070253431,Sports,East,Online,2023-02-15,1,6,1168,3.0
,17815.00687518646,65.0,1713.1927186056432,Books,West,Online,2023-05-29,1,5,676,1.0
,10743.629406976273,79.0,305.94485563642303,Home,North,Online,2023-03-01,1,5,1048,1.0
71.0,51458.536875595266,32.0,55.51098851652094,Clothing,North,Catalog,2023-05-18,1,4,401,5.0
63.0,59638.94019936388,8.0,177.0462785922894,Electronics,West,Online,2023-03-31,1,3,181,10.0
69.0,22726.234283021276,97.0,43.798775853250916,Sports,South,Online,2023-07-31,1,2,1336,6.0
20.0,274738.0895622522,18.0,960.0876732235658,Electronics,East,Online,2023-06-18,1,2,1538,5.0
52.0,44851.95668170074,45.0,66.39498704552048,Home,North,Store,2023-04-23,1,9,668,4.0
58.0,32066.284341633844,93.0,958.0006585289956,Toys,South,Online,2023-12-07,1,8,394,6.0
23.0,80830.00047490007,96.0,226.0789950756154,Home,West,Store,2023-03-07,1,6,544,9.0
42.0,255197.76197895457,33.0,251.52746378471412,Clothing,North,Online,2023-10-29,1,5,589,4.0
30.0,9252.685899279217,5.0,383.6579217837471,Clothing,North,Online,2023-04-28,0,4,1795,9.0
70.0,97129.85800090115,82.0,429.07131785598693,Electronics,East,Online,2023-08-13,1,5,1971,10.0
51.0,39505.99694740002,74.0,74.50975569594893,Home,South,Catalog,2023-05-31,1,6,965,7.0
25.0,110256.05926110974,36.0,163.19874247144588,Food,East,Online,2023-06-16,1,4,1357,4.0
38.0,64827.398478983,97.0,95.06120020769818,Electronics,West,Store,2023-04-05,1,6,206,10.0
51.0,38136.426022072745,23.0,1204.8051069275343,Electronics,North,Online,2023-09-17,1,8,1338,4.0
21.0,66703.87685334003,40.0,15.10060754973416,Electronics,South,Online,2023-09-16,1,3,743,3.0
42.0,26494.04800208347,5.0,83.50361991927348,Toys,East,Store,2023-04-30,0,6,46,7.0
32.0,19546.643492615516,34.0,137.00789951956355,Sports,South,Online,2023-03-15,0,3,1799,4.0
21.0,69472.79336092147,24.0,170.1934795864695,Clothing,West,Online,2023-12-28,1,8,548,10.0
62.0,18481.716793620093,17.0,166.75385470059427,Books,North,Online,2023-04-06,0,6,200,4.0
29.0,60712.08634645909,95.0,141.7192712437016,Home,South,Online,2023-10-19,1,5,1344,7.0
49.0,37219.8710803325,71.0,126.16392012407466,Home,West,Online,2023-06-26,1,5,1733,7.0
49.0,5633.277376916289,81.0,188.91496034919243,Home,West,Online,2023-01-27,1,3,1760,2.0
45.0,22936.71176251959,92.0,235.45104135549306,Home,North,Online,2023-11-05,1,11,1258,8.0
30.0,47470.82334933691,22.0,889.5439160993914,Electronics,East,Online,2023-11-01,1,5,163,
48.0,26244.178418037525,15.0,881.7074428649292,Food,North,Store,2023-07-30,0,3,1518,1.0
31.0,4734.419074672345,15.0,200.53661732129538,Sports,North,Online,2023-12-24,0,7,1823,10.0
37.0,104464.24119036704,25.0,90.4370847778128,Electronics,South,Store,2023-09-14,1,13,580,9.0
35.0,41585.21776934275,53.0,96.99047124740828,Electronics,South,Online,2023-11-14,1,6,921,8.0
46.0,51792.02366117118,21.0,39.88133158811702,Electronics,East,Store,2023-07-24,1,7,1667,1.0
23.0,24869.043554500942,66.0,384.9965737778383,Clothing,West,Store,2023-12-21,1,6,574,5.0
49.0,55558.49732506204,91.0,141.92025578822998,Electronics,South,Store,2023-03-07,1,4,1415,6.0
46.0,157606.40803019132,32.0,229.81200202678951,Food,East,Store,2023-05-30,1,4,180,8.0
,20169.79794097469,21.0,207.21301397693722,Clothing,North,Online,2023-06-16,0,5,1937,10.0
19.0,137807.10056549482,68.0,73.87537775870507,Electronics,West,Online,2023-08-08,1,3,62,7.0
40.0,49953.66989322281,44.0,65.29515604489363,Books,North,Store,2023-10-27,1,5,1142,5.0
36.0,18114.242776968444,83.0,94.35719306640986,Home,West,Online,2023-09-15,1,5,1643,1.0
48.0,213184.33864720052,66.0,241.224087903585,Electronics,South,Online,2023-07-22,1,9,1536,4.0
68.0,49677.738384572156,90.0,136.89967105219216,Clothing,North,Online,2023-08-28,1,2,571,9.0
22.0,62391.41314411332,98.0,25.39848878713883,Home,North,Online,2023-11-11,1,5,806,8.0
,29275.85272737851,14.0,53.29561026718634,Sports,West,Store,2023-08-17,0,3,1915,10.0
51.0,19205.24473003659,15.0,113.59371236646159,Electronics,East,Online,2023-06-05,0,7,1179,10.0
27.0,41533.29176152985,20.0,143.967795408727,Books,West,Online,2023-08-06,1,11,1124,2.0
42.0,128691.1953167435,34.0,248.50907549215557,Sports,South,Catalog,2023-07-14,1,5,91,2.0
19.0,28346.87716706593,36.0,154.3558990737372,Sports,East,Online,2023-09-27,0,3,1765,8.0
28.0,35546.57201868135,83.0,103.26388390478515,Electronics,North,Online,2023-01-16,1,3,1380,3.0
67.0,116432.01012921183,9.0,99.77460310609517,Electronics,North,Store,2023-08-29,1,3,775,5.0
48.0,28559.317621304286,71.0,181.53755444485105,Clothing,North,Online,2023-09-09,1,2,760,9.0
73.0,54623.58613415368,30.0,225.43885482880648,Electronics,South,Catalog,2023-02-20,1,8,1206,2.0
,73268.0860834774,77.0,106.71879830085291,Electronics,North,Online,2023-12-22,1,3,1228,8.0
26.0,31025.82623236601,91.0,50.51679781164431,Electronics,North,Online,2023-01-28,1,1,1360,2.0
40.0,46530.815665078626,63.0,134.47718975679757,Home,East,Online,2023-02-22,1,2,1013,3.0
36.0,61628.6551364402,35.0,77.48918829851132,Electronics,South,Store,2023-11-04,1,5,1849,7.0
26.0,26351.16709883917,13.0,197.8640738727707,Electronics,North,Catalog,2023-04-26,0,4,383,7.0
52.0,69745.77553144407,79.0,652.4585985755158,Books,East,Store,2023-01-09,1,5,1425,5.0
,23444.96721715988,,38.41452883362299,Electronics,North,Store,2023-01-11,0,4,1255,1.0
26.0,21161.313036921405,56.0,469.0440544183093,Food,East,Online,2023-04-17,1,2,666,2.0
45.0,10703.939725684784,9.0,237.23224391537659,Home,North,Catalog,2023-10-28,0,8,961,7.0
63.0,24275.675624395826,87.0,447.12612369555643,Toys,South,Store,2023-12-07,1,8,1004,8.0
68.0,18912.868426789933,36.0,95.99111129826733,Books,West,Online,2023-09-15,0,6,1754,6.0
24.0,26352.036433736423,3.0,34.95188096789695,Clothing,South,Store,2023-07-01,0,2,1411,3.0
33.0,59254.328165228944,98.0,177.62876254585248,Books,East,Catalog,2023-06-19,1,8,1888,3.0
33.0,9131.27485347837,19.0,601.6556409087087,Clothing,North,Store,2023-11-21,0,5,1769,9.0
50.0,7482.058879248743,28.0,51.39178749420608,Home,South,Online,2023-05-19,0,4,1982,3.0
21.0,19945.05708944237,,59.721244708338766,Clothing,North,Catalog,2023-10-12,0,4,1243,6.0
21.0,52521.84172238135,7.0,266.9866587233478,Home,South,Online,2023-04-21,1,4,695,3.0
56.0,45756.62905644792,76.0,88.92498158297897,Food,East,Store,2023-04-02,1,3,989,10.0
,19691.653281935436,14.0,785.315103511892,Food,West,Online,2023-08-08,0,3,533,3.0
34.0,92552.06090075799,46.0,284.8821833744494,Home,South,Catalog,2023-01-05,1,4,1798,9.0
54.0,21445.541599334974,15.0,72.29656979680568,Electronics,North,Online,2023-01-20,0,7,1286,8.0
56.0,52573.27495479283,67.0,84.3819613314097,Clothing,North,Store,2023-04-11,1,4,1315,7.0
69.0,27167.343869794804,15.0,87.78527590879732,Home,North,Online,2023-10-22,0,7,1120,3.0
46.0,18123.757383212574,51.0,142.1779786714323,Electronics,East,Store,2023-06-06,1,5,1272,5.0
69.0,22380.52789766042,88.0,201.23056678562654,Clothing,East,Catalog,2023-01-01,1,7,1030,1.0
53.0,65329.587116753275,8.0,187.06026724272195,Home,West,Catalog,2023-07-31,1,5,1835,2.0
55.0,48475.80643697038,69.0,48.196952411170294,Books,North,Online,2023-04-29,1,6,1678,9.0
,78785.33315293194,62.0,365.72278373848025,Electronics,West,Online,2023-09-17,1,6,974,3.0
67.0,48474.291587590895,51.0,111.04315756244627,Food,North,Online,2023-06-24,1,4,847,5.0
54.0,,63.0,58.70144784849861,Electronics,South,Online,2023-05-14,1,2,104,4.0
69.0,197112.8856969487,68.0,93.40593055060715,Clothing,South,Store,2023-04-12,1,3,1809,8.0
52.0,49027.42974814264,78.0,409.2424641373201,Electronics,South,Store,2023-03-03,1,11,1296,1.0
24.0,54815.99136027202,16.0,179.52658939000696,Home,North,Online,2023-02-23,1,10,1710,
44.0,26863.663586529434,84.0,195.891617218623,Home,South,Online,2023-11-01,1,6,724,6.0
45.0,88480.95717158935,24.0,46.06308602716029,Electronics,North,Store,2023-01-07,1,6,217,8.0
39.0,15146.336272894481,6.0,169.39498216498225,Home,West,Online,2023-12-22,0,4,203,1.0
31.0,59151.85690878663,57.0,402.4342662526847,Clothing,East,Online,2023-01-03,1,5,988,4.0
24.0,6879.445792054742,31.0,24.459534993518623,Clothing,South,Online,2023-11-28,0,10,461,1.0
54.0,62427.85300830938,6.0,100.58974939732362,Food,North,Online,2023-12-01,1,8,1115,9.0
39.0,15311.503240776703,99.0,276.76838847641,Clothing,North,Online,2023-05-29,1,4,1809,6.0
22.0,45324.165153761394,79.0,173.85892934453486,Electronics,West,Catalog,2023-10-15,1,5,1197,7.0
72.0,107567.34262041266,29.0,53.581026096754314,Home,West,Online,2023-01-12,1,6,409,1.0
19.0,70134.76606135101,67.0,221.02213686989373,Sports,East,Store,2023-04-14,1,4,264,10.0
,96713.21540786556,75.0,46.18194617893692,Sports,West,Store,2023-04-21,1,7,1502,4.0
38.0,89025.55612063815,3.0,62.330630458926464,Clothing,East,Store,2023-09-20,1,6,845,7.0
71.0,23874.6810398462,28.0,69.23054427413847,Electronics,East,Online,2023-06-22,0,5,595,4.0
55.0,58610.20686880325,74.0,694.6361266653275,Sports,West,Online,2023-04-05,1,2,475,5.0
32.0,9136.809040960852,97.0,27.946444077694803,Clothing,East,Online,2023-11-17,1,7,1443,1.0
38.0,20961.671148930793,48.0,30.08734271128335,Home,South,Store,2023-07-22,0,6,190,3.0
27.0,110649.61993428388,80.0,197.02324560944984,Sports,East,Store,2023-02-14,1,8,228,8.0
40.0,26688.033437430804,10.0,164.8115807597178,Home,North,Catalog,2023-02-03,0,2,1381,9.0
73.0,8148.576192476549,33.0,92.76471879208756,Clothing,North,Online,2023-07-30,0,6,658,8.0
56.0,181853.94317812417,67.0,150.47924854885125,Books,North,Online,2023-08-13,1,7,967,4.0
22.0,56942.66859570373,69.0,51.185684665547804,Home,West,Online,2023-09-21,1,7,1176,10.0
18.0,66942.04849436868,12.0,162.73556980024918,Food,North,Online,2023-10-28,1,3,1595,1.0
30.0,16574.561713209376,57.0,183.0189157495542,Home,West,Online,2023-08-14,1,6,548,4.0
38.0,45580.95507619807,44.0,500.04601205857614,Electronics,North,Store,2023-04-14,1,5,965,6.0
43.0,44625.46667415279,13.0,999.5250051151024,Clothing,East,Online,2023-08-09,1,2,346,2.0
67.0,18822.572899246654,24.0,113.56599648835946,Books,West,Catalog,2023-11-30,0,4,1546,7.0
62.0,31702.291730235975,44.0,41.541266214422045,Electronics,North,Online,2023-10-28,1,2,171,3.0
38.0,,57.0,218.10451520231598,Clothing,East,Online,2023-05-03,1,2,1242,8.0
70.0,27519.011544812747,96.0,129.82575742133477,Clothing,West,Store,2023-08-10,1,2,349,4.0
35.0,79148.17486151529,16.0,124.20255890529461,Clothing,East,Online,2023-02-12,1,6,596,9.0
54.0,19980.686137044777,96.0,29.634124311482022,Food,East,Catalog,2023-07-29,1,3,864,1.0
62.0,167014.89334704023,21.0,163.7949831203647,Toys,East,Store,2023-12-03,1,3,1143,10.0
49.0,11511.78750661267,76.0,226.52583313275304,Clothing,West,Store,2023-01-11,1,3,1481,1.0
53.0,29491.56945102685,51.0,400.7768462813785,Home,West,Catalog,2023-08-04,1,12,855,
34.0,21479.537765810663,21.0,89.524637239217,Home,South,Online,2023-06-13,0,6,1215,9.0
52.0,31440.600143721043,60.0,65.01495125733058,Food,South,Online,2023-08-13,1,5,1565,6.0
66.0,108790.5579089275,51.0,88.81292004246045,Electronics,South,Catalog,2023-08-13,1,5,635,2.0
28.0,16521.793438394285,21.0,377.5410375962651,Food,South,Online,2023-09-03,0,9,1308,9.0
38.0,25310.726957102157,6.0,593.5421529245265,Toys,West,Online,2023-05-26,0,5,1531,7.0
69.0,61304.25928754951,73.0,455.31537910952693,Clothing,South,Online,2023-07-10,1,7,1494,5.0
72.0,39125.395011580535,65.0,283.6351412384963,Home,North,Online,2023-09-18,1,3,698,7.0
70.0,41778.61812163844,76.0,143.7131575199475,Toys,South,Store,2023-10-14,1,5,1218,9.0
43.0,16777.247438247254,58.0,167.96152898274286,Sports,North,Online,2023-01-16,1,7,1801,8.0
21.0,34294.25830266766,78.0,194.32683889744243,Home,North,Online,2023-07-13,1,5,374,8.0
51.0,89793.04139295658,6.0,115.33979254219798,Toys,East,Online,2023-01-09,1,5,97,9.0
69.0,10020.44929581443,65.0,361.1094003577431,Electronics,East,Online,2023-01-02,1,4,1883,3.0
65.0,20788.44701566525,86.0,28.423905107720994,Home,East,Catalog,2023-10-20,1,6,280,1.0
35.0,8497.834933944017,34.0,34.20172901112816,Clothing,South,Store,2023-03-25,0,5,1054,4.0
57.0,558028.6870629421,56.0,141.8696331326262,Clothing,West,Online,2023-07-28,1,4,1765,9.0
,96797.49900944176,75.0,66.54035817257538,Food,North,Online,2023-02-27,1,6,1682,10.0
58.0,31359.48368386581,3.0,570.3164545297394,Electronics,West,Online,2023-12-05,1,9,1489,1.0
46.0,16245.707327321203,42.0,45.197585224835684,Clothing,West,Online,2023-04-16,0,5,1622,10.0
69.0,16630.653017200293,62.0,46.892608852036254,Electronics,South,Store,2023-05-16,1,6,1878,1.0
46.0,28634.11830967685,6.0,65.01595075218806,Electronics,West,Online,2023-11-04,0,7,351,6.0
55.0,28546.863914859732,6.0,449.22040318164176,Clothing,West,Online,2023-11-27,0,5,878,4.0
59.0,75317.32167140413,63.0,623.4620302546042,Sports,East,Store,2023-03-18,1,5,1030,1.0
38.0,21266.730291967233,20.0,409.54875067788936,Electronics,East,Store,2023-11-21,0,7,1370,4.0
59.0,51434.409374440336,21.0,435.73860960986866,Food,North,Store,2023-07-29,1,2,1048,
30.0,28442.05038985617,2.0,774.2556566871446,Home,North,Store,2023-08-20,0,14,1873,
66.0,20014.142663457234,90.0,24.61858115646589,Electronics,East,Online,2023-05-05,1,3,1416,9.0
58.0,27880.95586692847,95.0,43.60239529873977,Books,South,Online,2023-06-29,1,3,1614,10.0
34.0,47535.43469547577,90.0,73.64563244480578,Sports,South,Store,2023-10-17,1,7,564,6.0
73.0,75504.43776886992,56.0,164.63456591539995,Clothing,North,Online,2023-08-02,1,5,754,2.0
26.0,29685.721460195913,96.0,164.10197714292502,Toys,East,Online,2023-04-07,1,3,762,6.0
58.0,13861.208958207431,10.0,166.6821438115285,Home,South,Store,2023-09-06,0,6,354,1.0
18.0,80803.19959008426,,341.79776608557245,Clothing,West,Store,2023-08-09,1,10,1917,1.0
19.0,17702.559161010857,,21.805308982403773,Home,North,Online,2023-01-13,1,3,1053,1.0
,44741.57930951424,23.0,128.98137590605876,Home,North,Online,2023-11-02,1,5,178,6.0
46.0,35601.1730036133,92.0,193.56419274618148,Food,West,Store,2023-04-01,1,4,1751,7.0
50.0,31988.889748077712,30.0,107.17833530663985,Home,West,Online,2023-07-12,1,4,1318,1.0
27.0,24597.964137304123,78.0,179.31363445487023,Clothing,North,Online,2023-07-18,1,5,228,3.0
67.0,59642.22195664819,37.0,412.4896616067604,Toys,West,Store,2023-09-17,1,1,1135,3.0
57.0,2068.0262190595045,55.0,157.94104808082938,Sports,South,Online,2023-03-05,1,6,108,7.0
38.0,90145.14808287531,96.0,1258.6373424596854,Home,North,Online,2023-11-26,1,2,758,4.0
45.0,17500.658372414502,49.0,384.0939690976215,Electronics,South,Online,2023-08-20,0,4,205,9.0
28.0,50330.4493497615,34.0,193.66435648571377,Food,North,Store,2023-08-15,1,13,365,9.0
72.0,48243.6983623192,44.0,245.6063594501801,Home,South,Store,2023-06-16,1,9,753,10.0
51.0,100708.13959878201,22.0,312.09834295467573,Sports,East,Store,2023-09-08,1,4,522,4.0
25.0,42539.96680503969,31.0,800.6484273652687,Books,South,Online,2023-07-05,1,1,66,3.0
39.0,,7.0,2401.207437407462,Books,West,Store,2023-09-06,1,6,144,6.0
25.0,10058.728154539942,21.0,248.19277312825653,Clothing,East,Catalog,2023-09-29,0,8,1058,9.0
,,,71.61798958634894,Books,North,Online,2023-12-06,0,7,958,10.0
32.0,7581.449269719379,20.0,224.73627099272096,Electronics,South,Online,2023-05-18,0,5,478,8.0
34.0,21965.129122543924,43.0,264.7894371616302,Clothing,North,Store,2023-04-19,0,7,781,7.0
40.0,28735.69921134226,44.0,323.0648063760437,Electronics,East,Catalog,2023-11-14,0,6,910,7.0
41.0,20911.765404495138,47.0,71.24328956488392,Books,West,Catalog,2023-02-13,0,6,36,5.0
62.0,37549.634591449765,19.0,310.46509131069365,Books,West,Online,2023-12-08,1,6,1351,9.0
36.0,30064.99422123593,48.0,330.46872977038987,Clothing,West,Catalog,2023-12-03,1,6,1369,2.0
22.0,,96.0,44.26233084825169,Clothing,North,Online,2023-07-20,1,4,1441,5.0
49.0,5222.228504633379,79.0,44.637246950562115,Toys,West,Online,2023-04-14,1,7,1825,
,12890.370715522016,69.0,453.9628510411679,Food,West,Catalog,2023-04-30,1,8,1290,5.0
18.0,60725.88851123162,11.0,63.10704987213036,Food,North,Catalog,2023-12-28,1,4,362,8.0
40.0,69106.56540629179,79.0,690.7205181008745,Food,North,Store,2023-01-28,1,3,1664,1.0
54.0,8341.335593333451,29.0,112.28745710622964,Home,East,Catalog,2023-04-17,0,1,904,4.0
25.0,18924.742180937017,45.0,218.08171843780516,Toys,West,Store,2023-10-07,0,6,1967,1.0
30.0,85611.27699762868,68.0,207.741855236097,Clothing,East,Online,2023-01-28,1,2,1169,5.0
25.0,20446.539903364417,36.0,72.64106571332253,Electronics,South,Catalog,2023-07-05,0,3,666,7.0
74.0,33216.677738682985,48.0,596.1285489881582,Electronics,South,Catalog,2023-07-14,1,4,975,2.0
40.0,115087.07137082655,87.0,112.39553372580139,Electronics,South,Online,2023-05-26,1,9,1675,2.0
60.0,27193.63318613378,15.0,157.39976149290962,Food,South,Online,2023-09-17,0,4,744,7.0
18.0,24251.274989019737,44.0,20.446963673862953,Books,North,Online,2023-12-26,0,5,1834,2.0
62.0,32028.15528279768,67.0,39.00186670254361,Home,East,Store,2023-06-26,1,4,316,2.0
68.0,159967.93027101428,96.0,458.1189124411067,Toys,East,Store,2023-05-08,1,2,516,6.0
41.0,51894.15638264981,74.0,147.5943549012377,Books,North,Catalog,2023-04-16,1,8,327,5.0
52.0,36874.122701886095,40.0,82.63502249064648,Food,South,Online,2023-12-18,1,9,1635,1.0
41.0,23873.20634115557,86.0,83.97393406192407,Food,East,Store,2023-07-30,1,9,1027,7.0
34.0,55885.12606134422,14.0,256.8743296641124,Food,West,Catalog,2023-12-15,1,7,911,2.0
22.0,61559.521557035914,63.0,523.4131364411937,Electronics,North,Online,2023-11-18,1,4,168,2.0
37.0,15389.753232357694,81.0,84.62829250959079,Food,North,Store,2023-11-10,1,4,1202,3.0
38.0,62900.06987366088,85.0,444.0165327601237,Food,West,Store,2023-01-11,1,9,695,9.0
57.0,32179.28400794947,51.0,126.45978306200817,Home,South,Store,2023-12-26,1,4,44,1.0
48.0,37043.156644141214,79.0,244.85092514033906,Food,South,Store,2023-11-17,1,11,1461,8.0
63.0,17900.229224938623,58.0,25.152596747292765,Clothing,East,Store,2023-01-17,1,8,473,2.0
53.0,263708.4644811692,15.0,149.27060962079776,Food,West,Online,2023-12-02,1,4,1391,9.0
28.0,15928.833726432978,65.0,337.00094966954595,Clothing,East,Online,2023-03-07,1,5,1509,5.0
69.0,15327.830836470628,88.0,195.37932790251105,Electronics,South,Store,2023-04-23,1,5,134,9.0
32.0,49102.841133834474,55.0,222.22207025611425,Home,East,Online,2023-05-12,1,6,1984,10.0
36.0,27334.54996891378,76.0,50.462523432611725,Clothing,West,Online,2023-03-12,1,2,825,
24.0,12839.605649416812,10.0,97.29670017409055,Books,West,Online,2023-03-02,0,7,698,5.0
,207241.92673208035,42.0,27.875607162293846,Electronics,West,Online,2023-11-10,1,6,268,2.0
45.0,14768.856743180964,95.0,63.59607884726668,Food,South,Store,2023-09-01,1,2,849,9.0
68.0,87001.65050820696,11.0,145.0586384643019,Food,North,Store,2023-11-05,1,5,651,8.0
60.0,11145.923299879423,16.0,205.98987302912246,Electronics,North,Store,2023-01-05,0,3,219,3.0
22.0,52323.55170695221,73.0,72.75300319463652,Clothing,North,Store,2023-11-13,1,2,1621,1.0
22.0,29719.292858856814,78.0,257.79212275214724,Home,East,Online,2023-01-21,1,7,287,5.0
47.0,21955.097302963433,19.0,142.83923031653575,Clothing,West,Online,2023-07-05,0,3,1135,2.0
71.0,42505.7168087109,31.0,118.40017333740846,Electronics,South,Catalog,2023-07-28,1,3,222,9.0
49.0,38170.10456014755,73.0,161.35892033469315,Food,North,Online,2023-08-19,1,0,1372,5.0
25.0,18958.882857484736,53.0,1211.5056767310762,Electronics,North,Online,2023-01-14,1,7,601,
27.0,18284.498354010215,90.0,126.34208090324552,Home,East,Store,2023-12-18,1,6,1418,1.0
